Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-04-26,1562.3199462890625,1569.0999755859375,1559.6400146484375,1567.469970703125,9312600,0,0
2017-04-27,1566.8299560546875,1569.3599853515625,1563.5799560546875,1566.77001953125,7649800,0,0
2017-04-28,1568.56005859375,1569.1199951171875,1562.8199462890625,1566.3199462890625,7154600,0,0
2017-05-02,1566.5899658203125,1570.0699462890625,1563.9100341796875,1564.1199951171875,6038100,0,0
2017-05-03,1565.6600341796875,1569.510009765625,1563.199951171875,1564.1199951171875,5950900,0,0
2017-05-04,1565.77001953125,1574.3800048828125,1565.5899658203125,1573.050048828125,7136800,0,0
2017-05-08,1568.0,1571.4200439453125,1565.739990234375,1568.02001953125,6513600,0,0
2017-05-09,1570.6099853515625,1571.0799560546875,1557.5999755859375,1560.31005859375,9306100,0,0
2017-05-11,1562.8900146484375,1564.31005859375,1546.81005859375,1550.27001953125,9871600,0,0
2017-05-12,1550.1199951171875,1550.1300048828125,1537.4300537109375,1543.93994140625,11054800,0,0
2017-05-15,1541.56005859375,1542.1099853515625,1531.6800537109375,1537.4200439453125,11669600,0,0
2017-05-16,1537.3599853515625,1548.3499755859375,1536.47998046875,1546.3499755859375,10892900,0,0
2017-05-17,1547.510009765625,1552.550048828125,1545.1700439453125,1548.2900390625,9378900,0,0
2017-05-18,1544.3499755859375,1548.5999755859375,1541.219970703125,1545.8800048828125,7877400,0,0
2017-05-19,1547.22998046875,1552.22998046875,1545.22998046875,1549.6400146484375,7832800,0,0
2017-05-22,1553.6700439453125,1560.1099853515625,1553.6400146484375,1557.72998046875,10609900,0,0
2017-05-23,1560.8399658203125,1565.6099853515625,1558.0699462890625,1564.68994140625,7853800,0,0
2017-05-24,1565.77001953125,1567.9200439453125,1563.489990234375,1566.1500244140625,7994400,0,0
2017-05-25,1569.0699462890625,1571.6800537109375,1566.75,1569.4100341796875,7466900,0,0
2017-05-26,1568.6600341796875,1572.6600341796875,1566.81005859375,1569.27001953125,8550000,0,0
2017-05-29,1569.6199951171875,1571.6800537109375,1566.300048828125,1568.1700439453125,6455200,0,0
2017-05-30,1569.8399658203125,1572.1500244140625,1567.6199951171875,1568.5699462890625,6980000,0,0
2017-05-31,1572.06005859375,1574.43994140625,1558.219970703125,1561.6600341796875,8239300,0,0
2017-06-01,1562.0799560546875,1565.6300048828125,1559.510009765625,1563.1099853515625,8358200,0,0
2017-06-02,1565.0899658203125,1570.9599609375,1564.699951171875,1567.5999755859375,8011900,0,0
2017-06-05,1572.5,1573.1300048828125,1562.72998046875,1566.8499755859375,8203300,0,0
2017-06-06,1568.1800537109375,1570.489990234375,1562.8499755859375,1568.949951171875,9897600,0,0
2017-06-07,1571.1400146484375,1573.1600341796875,1565.9300537109375,1566.5799560546875,8456700,0,0
2017-06-08,1567.760009765625,1571.780029296875,1563.31005859375,1570.280029296875,10786200,0,0
2017-06-09,1571.1199951171875,1571.699951171875,1564.530029296875,1566.6500244140625,9856400,0,0
2017-06-12,1566.8499755859375,1569.699951171875,1560.75,1563.81005859375,8097700,0,0
2017-06-13,1565.4100341796875,1573.3199462890625,1564.550048828125,1572.3599853515625,8857100,0,0
2017-06-14,1574.0899658203125,1578.530029296875,1570.699951171875,1577.0,10041900,0,0
2017-06-15,1575.280029296875,1580.52001953125,1573.530029296875,1573.530029296875,10611200,0,0
2017-06-16,1576.77001953125,1579.22998046875,1573.1500244140625,1576.5799560546875,8395700,0,0
2017-06-19,1579.739990234375,1583.77001953125,1579.3199462890625,1581.1400146484375,7346900,0,0
2017-06-20,1583.739990234375,1584.1500244140625,1577.6700439453125,1578.6199951171875,7760200,0,0
