Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-04-26,24563.25,24637.849609375,24515.23046875,24578.4296875,1668740700,0,0
2017-04-27,24663.099609375,24717.439453125,24455.119140625,24698.48046875,1567031000,0,0
2017-04-28,24691.2890625,24697.029296875,24563.76953125,24615.130859375,1181584600,0,0
2017-05-02,24773.80078125,24773.80078125,24577.330078125,24696.130859375,1605780100,0,0
2017-05-04,24680.44921875,24683.880859375,24530.9296875,24683.880859375,1760179900,0,0
2017-05-05,24625.349609375,24634.279296875,24358.720703125,24476.349609375,2024201800,0,0
2017-05-08,24604.2890625,24624.2109375,24476.19921875,24577.91015625,1357855500,0,0
2017-05-09,24656.94921875,24889.830078125,24548.970703125,24889.029296875,1381056000,0,0
2017-05-10,24931.8203125,25164.970703125,24931.8203125,25015.419921875,2297649800,0,0
2017-05-11,25101.529296875,25203.5390625,25024.759765625,25125.55078125,1642633800,0,0
2017-05-12,25126.48046875,25211.279296875,25087.3203125,25156.33984375,1417408900,0,0
2017-05-15,25233.310546875,25385.720703125,25213.470703125,25371.58984375,2212734400,0,0
2017-05-16,25413.349609375,25413.349609375,25228.4609375,25335.939453125,1797601700,0,0
2017-05-17,25355.759765625,25374.94921875,25245.439453125,25293.630859375,1512406100,0,0
2017-05-18,25034.189453125,25263.810546875,25025.05078125,25136.51953125,1677298400,0,0
2017-05-19,25171.66015625,25266.220703125,25124.060546875,25174.869140625,1312777700,0,0
2017-05-22,25318.2890625,25450.0390625,25201.33984375,25391.33984375,1410586000,0,0
2017-05-23,25415.5703125,25486.98046875,25307.26953125,25403.150390625,1758690200,0,0
2017-05-24,25382.259765625,25428.5,25296.66015625,25428.5,1409941800,0,0
2017-05-25,25511.4609375,25680.669921875,25491.779296875,25630.779296875,1890794600,0,0
2017-05-26,25670.98046875,25724.400390625,25588.69921875,25639.26953125,1453713000,0,0
2017-05-29,25672.400390625,25744.720703125,25579.150390625,25701.630859375,1077784400,0,0
2017-05-31,25706.44921875,25817.94921875,25650.060546875,25660.650390625,2997857600,0,0
2017-06-01,25736.349609375,25834.75,25614.609375,25809.220703125,2017055200,0,0
2017-06-02,25926.060546875,25973.0,25851.849609375,25924.05078125,1990193800,0,0
2017-06-05,25976.359375,25998.66015625,25801.83984375,25862.990234375,1766176100,0,0
2017-06-06,25819.529296875,26019.009765625,25805.01953125,25997.140625,1540428000,0,0
2017-06-07,26025.2109375,26073.439453125,25898.8203125,25974.16015625,1999503900,0,0
2017-06-08,25974.0,26069.98046875,25923.2109375,26063.060546875,1633520700,0,0
2017-06-09,26090.330078125,26090.330078125,25922.6796875,26030.2890625,2889395400,0,0
2017-06-12,25925.44921875,25957.779296875,25689.23046875,25708.0390625,1614682000,0,0
2017-06-13,25826.51953125,25883.220703125,25722.630859375,25852.099609375,1316444700,0,0
